GeoFIPS,GeoName,Region,TableName,LineCode,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
" ""30003"" ","Big Horn, MT",7,CAGDP2,1,All industry total,Thousands of dollars,330381,307529,365363,436965,505534,553013,611860,740562,676305,669230,717937,722332,918711,926837,892547,774030,935059,1021969
" ""30005"" ","Blaine, MT",7,CAGDP2,1,All industry total,Thousands of dollars,107251,99401,111947,138153,153550,141643,183557,167780,202375,209258,206183,201429,214802,213961,192551,165453,155812,190260
" ""30007"" ","Broadwater, MT",7,CAGDP2,1,All industry total,Thousands of dollars,73966,80691,74325,84377,89858,84595,105117,140768,125280,120448,120274,109343,122504,113761,125717,126568,136132,134668
" ""30009"" ","Carbon, MT",7,CAGDP2,1,All industry total,Thousands of dollars,145868,146225,154796,178620,181385,202281,206660,201019,208116,217055,225798,233447,241475,247701,247653,250588,286305,285963
" ""30011"" ","Carter, MT",7,CAGDP2,1,All industry total,Thousands of dollars,32291,20827,23568,24685,33170,25902,38336,26642,26216,26835,34954,68513,67633,103733,107905,96160,80296,62396
" ""30013"" ","Cascade, MT",7,CAGDP2,1,All industry total,Thousands of dollars,2054100,2162075,2233621,2381390,2585016,2771295,2934989,2964812,2977547,3160658,3297980,3328631,3379379,3551998,3830244,3730283,3920616,4209418
" ""30015"" ","Chouteau, MT",7,CAGDP2,1,All industry total,Thousands of dollars,69038,101975,139923,137109,128047,155668,202408,220299,112214,183454,237601,239409,222934,123012,145673,131676,136917,223318
" ""30017"" ","Custer, MT",7,CAGDP2,1,All industry total,Thousands of dollars,247709,250355,272231,288502,302177,330610,367061,363569,372699,413419,433383,466315,504844,530792,544042,498024,505592,494263
" ""30019"" ","Daniels, MT",7,CAGDP2,1,All industry total,Thousands of dollars,58412,65829,58288,66881,61489,63490,83000,54283,76793,94894,84685,113945,78844,93727,93209,103318,116707,87145
" ""30021"" ","Dawson, MT",7,CAGDP2,1,All industry total,Thousands of dollars,225791,217276,230338,228474,259312,268503,303125,311856,304069,344964,351004,398007,412692,432740,430244,398806,435598,452382
" ""30023"" ","Deer Lodge, MT",7,CAGDP2,1,All industry total,Thousands of dollars,141779,148165,150876,156800,160883,176562,188861,197700,204146,217088,230255,246346,258857,255938,268821,274636,283623,296447
" ""30025"" ","Fallon, MT",7,CAGDP2,1,All industry total,Thousands of dollars,93828,99182,126256,152829,210672,230382,250988,309678,255649,276167,313764,364543,347004,330092,240914,202445,215887,207348
" ""30027"" ","Fergus, MT",7,CAGDP2,1,All industry total,Thousands of dollars,255862,246434,271495,284519,301198,294279,356450,345102,328285,375288,370604,401968,435704,451340,471564,420803,432223,447537
" ""30029"" ","Flathead, MT",7,CAGDP2,1,All industry total,Thousands of dollars,1970106,2056520,2191780,2403244,2702453,2909594,3087848,3057454,2845481,2929545,3032579,3115318,3306503,3456615,3739103,3907778,4089147,4285658
" ""30031"" ","Gallatin, MT",7,CAGDP2,1,All industry total,Thousands of dollars,1794452,1946715,2202270,2581010,2920099,3171270,3423288,3437928,3310205,3371769,3570332,3836861,4084523,4343867,4740995,5201822,5421402,5822537
" ""30033"" ","Garfield, MT",7,CAGDP2,1,All industry total,Thousands of dollars,33330,21843,34513,31832,42230,32691,47405,35102,30808,52328,52514,61988,73286,87619,88935,64490,51617,46516
" ""30035"" ","Glacier, MT",7,CAGDP2,1,All industry total,Thousands of dollars,244905,250773,256624,303573,322487,373197,348078,410638,425820,386517,432206,446578,434826,428206,415493,410882,371502,446429
" ""30037"" ","Golden Valley, MT",7,CAGDP2,1,All industry total,Thousands of dollars,11052,17009,12692,13447,15551,23953,23104,29853,22806,22200,28178,26328,35580,26850,32108,26669,29854,26968
" ""30039"" ","Granite, MT",7,CAGDP2,1,All industry total,Thousands of dollars,43675,51042,47458,47884,47289,58266,59233,56278,58365,63014,73368,74205,80148,89909,92313,86858,90202,93194
" ""30041"" ","Hill, MT",7,CAGDP2,1,All industry total,Thousands of dollars,356544,396093,453348,484788,501622,512593,563302,631288,569751,638777,745779,703372,740290,715628,711948,729733,712282,776279
" ""30043"" ","Jefferson, MT",7,CAGDP2,1,All industry total,Thousands of dollars,148690,169263,168486,183978,196951,208083,231497,236124,227891,227334,251051,249730,267340,267972,284249,271588,266130,275127
" ""30045"" ","Judith Basin, MT",7,CAGDP2,1,All industry total,Thousands of dollars,36528,34356,34158,50058,52978,47294,66304,68030,61312,83356,88945,108342,118711,162321,161004,141890,133545,141292
" ""30047"" ","Lake, MT",7,CAGDP2,1,All industry total,Thousands of dollars,426210,458341,465973,499427,519152,557846,591550,596862,615147,644334,664624,651722,667860,696680,744935,798341,775723,812037
" ""30049"" ","Lewis and Clark, MT",7,CAGDP2,1,All industry total,Thousands of dollars,1693619,1786584,1822053,1906754,2162117,2427798,2591910,2678961,2884893,3208357,3288981,3191191,3008270,3053242,3214141,3253142,3348016,3473811
" ""30051"" ","Liberty, MT",7,CAGDP2,1,All industry total,Thousands of dollars,31775,42045,64209,53900,62674,84692,96885,100330,103813,112292,90402,113215,146857,119546,107502,92627,112097,149607
" ""30053"" ","Lincoln, MT",7,CAGDP2,1,All industry total,Thousands of dollars,299900,330448,338184,353452,378656,419749,452006,463386,455136,479852,501267,514893,486050,495506,493565,507810,537013,558777
" ""30055"" ","McCone, MT",7,CAGDP2,1,All industry total,Thousands of dollars,55774,45594,65244,62270,62095,57670,85200,70877,60660,109722,93994,123271,124811,107787,104179,91066,95759,100281
" ""30057"" ","Madison, MT",7,CAGDP2,1,All industry total,Thousands of dollars,140713,175398,165369,177060,312797,318531,322221,303079,270359,266282,304533,288316,310339,332152,378438,377700,364085,418941
" ""30059"" ","Meagher, MT",7,CAGDP2,1,All industry total,Thousands of dollars,34209,30602,32524,39355,42476,47836,46353,40138,41888,48707,61682,73850,72720,92068,95336,80276,68882,73951
" ""30061"" ","Mineral, MT",7,CAGDP2,1,All industry total,Thousands of dollars,54688,57039,58527,61353,64778,72378,76289,70121,69192,74519,78921,79313,90281,87797,93085,89949,96030,101427
" ""30063"" ","Missoula, MT",7,CAGDP2,1,All industry total,Thousands of dollars,2777205,2963914,3123151,3310491,3475775,3656247,3898730,4103569,4172211,4135252,4255678,4317993,4431917,4574427,4863784,5052953,5389056,5694748
" ""30065"" ","Musselshell, MT",7,CAGDP2,1,All industry total,Thousands of dollars,53345,60231,58619,65203,69129,90400,79639,84667,152900,350932,399913,375773,340928,311033,277193,250954,278370,302308
" ""30067"" ","Park, MT",7,CAGDP2,1,All industry total,Thousands of dollars,284923,311322,309400,320381,333456,379596,387053,399793,391156,406961,432796,436651,452944,468531,518170,521475,560148,590679
" ""30069"" ","Petroleum, MT",7,CAGDP2,1,All industry total,Thousands of dollars,8942,6960,11194,9492,11448,12648,15328,22580,20684,15085,21310,30574,38055,46428,41335,24301,18817,17521
" ""30071"" ","Phillips, MT",7,CAGDP2,1,All industry total,Thousands of dollars,92967,91843,104119,129620,134510,122384,157349,160686,136617,150742,159496,163922,173477,167483,160225,124307,132380,132874
" ""30073"" ","Pondera, MT",7,CAGDP2,1,All industry total,Thousands of dollars,102924,137918,130601,156370,153916,183896,172850,230955,236311,194985,250379,217506,226981,196351,165889,199661,204056,183303
" ""30075"" ","Powder River, MT",7,CAGDP2,1,All industry total,Thousands of dollars,34375,32108,34369,32657,38222,48469,47694,44696,51012,49070,52492,67765,70186,94248,104217,89002,81275,92693
" ""30077"" ","Powell, MT",7,CAGDP2,1,All industry total,Thousands of dollars,117788,123613,123169,124647,128981,156123,151403,164102,173090,173179,177004,181531,193082,204267,217473,197618,211837,217940
" ""30079"" ","Prairie, MT",7,CAGDP2,1,All industry total,Thousands of dollars,27903,20072,29875,29818,34126,29637,36419,30615,27963,28277,29941,40721,31213,37107,43871,34669,34195,38540
" ""30081"" ","Ravalli, MT",7,CAGDP2,1,All industry total,Thousands of dollars,540810,596202,613852,657056,718853,760036,812154,792838,780287,799686,821891,857910,884826,907663,960092,994932,1059077,1115028
" ""30083"" ","Richland, MT",7,CAGDP2,1,All industry total,Thousands of dollars,248690,237486,272215,347077,486843,604002,673142,812530,690858,789753,955679,1122571,1267403,1273355,1013807,858568,851842,936289
" ""30085"" ","Roosevelt, MT",7,CAGDP2,1,All industry total,Thousands of dollars,193146,222801,224461,242034,239505,237662,279357,289393,308500,362105,338053,484374,505336,440426,390397,413752,404832,438230
" ""30087"" ","Rosebud, MT",7,CAGDP2,1,All industry total,Thousands of dollars,732642,645418,740475,743725,753490,838317,964281,979649,1021090,1133749,1061643,926223,798350,816094,870272,850195,901399,853575
" ""30089"" ","Sanders, MT",7,CAGDP2,1,All industry total,Thousands of dollars,172617,203829,206526,213009,212766,251482,257649,253689,264192,261076,289955,288629,294136,302565,313491,315478,336959,340848
" ""30091"" ","Sheridan, MT",7,CAGDP2,1,All industry total,Thousands of dollars,88765,99939,113388,121285,113759,104731,188046,233654,273239,260844,241874,301765,339635,308670,250299,245976,258368,213459
" ""30093"" ","Silver Bow, MT",7,CAGDP2,1,All industry total,Thousands of dollars,780235,820862,849187,922131,1023597,1087472,1167940,1251054,1261137,1287929,1369313,1405408,1387074,1360822,1416648,1426534,1491785,1541022
" ""30095"" ","Stillwater, MT",7,CAGDP2,1,All industry total,Thousands of dollars,297424,262974,274616,299547,347306,365532,399373,415054,452478,526079,615163,561871,600198,593341,533594,467023,552383,590515
" ""30097"" ","Sweet Grass, MT",7,CAGDP2,1,All industry total,Thousands of dollars,116250,111358,118628,127035,154750,193116,231390,228863,166722,159680,188505,196770,201455,213204,209118,200259,242336,242070
" ""30099"" ","Teton, MT",7,CAGDP2,1,All industry total,Thousands of dollars,118774,133726,136872,165054,172029,175461,191552,234593,228954,216790,292151,254204,268573,259211,247305,252370,206128,251517
" ""30101"" ","Toole, MT",7,CAGDP2,1,All industry total,Thousands of dollars,124744,139472,159963,173482,194307,234614,216815,254475,236634,241041,280722,307441,327720,316142,274212,277174,258434,285678
" ""30103"" ","Treasure, MT",7,CAGDP2,1,All industry total,Thousands of dollars,41542,32323,44026,56041,57118,60621,90434,103656,98618,83009,80570,71585,81040,127096,126544,103487,88932,98441
" ""30105"" ","Valley, MT",7,CAGDP2,1,All industry total,Thousands of dollars,180625,199282,204802,230091,232399,210225,242057,262554,216344,273500,283326,343561,334615,310089,315316,315199,317990,323715
" ""30107"" ","Wheatland, MT",7,CAGDP2,1,All industry total,Thousands of dollars,31822,32229,26629,31311,36282,48480,46668,51051,58532,67166,78464,86000,87410,99493,100429,91176,72935,93518
" ""30109"" ","Wibaux, MT",7,CAGDP2,1,All industry total,Thousands of dollars,22869,20078,25851,23448,31059,28148,37628,40642,33552,45486,46046,62504,68824,64059,51695,41595,64575,69638
" ""30111"" ","Yellowstone, MT",7,CAGDP2,1,All industry total,Thousands of dollars,4230585,4365060,4860823,5355032,5719953,6157994,7089897,6808608,6315057,6732512,7574548,8015486,8102522,8627140,9128877,8352429,8898473,9564773
" ""31000"" ",Nebraska,4,CAGDP2,1,All industry total,Thousands of dollars,59466988,61604358,66415627,70288809,73958964,78149994,83122812,85200648,86830323,91812791,99613422,102269005,107604325,111161690,115327981,116193838,120517406,123977887
" ""31001"" ","Adams, NE",4,CAGDP2,1,All industry total,Thousands of dollars,941146,984675,997346,1016404,1125047,1253764,1381336,1510257,1441264,1403768,1551941,1636888,1708270,1674502,1667569,1662242,1819448,1831218
" ""31003"" ","Antelope, NE",4,CAGDP2,1,All industry total,Thousands of dollars,169901,187662,215751,237189,263616,257949,309219,291091,309571,327407,375201,356079,361280,390169,390230,440581,379003,387649
" ""31005"" ","Arthur, NE",4,CAGDP2,1,All industry total,Thousands of dollars,6687,8301,9053,10105,10623,13743,11209,9975,10210,12440,17004,10845,12659,22379,27935,18337,16343,26433
" ""31007"" ","Banner, NE",4,CAGDP2,1,All industry total,Thousands of dollars,14583,14402,28865,26259,32127,30135,29430,32079,17065,31876,52114,42817,47975,69300,62705,66998,33459,54798
" ""31009"" ","Blaine, NE",4,CAGDP2,1,All industry total,Thousands of dollars,14896,17627,20479,18856,18030,17518,19121,16244,14677,19473,25032,21297,32137,47406,50842,41728,33251,18941
" ""31011"" ","Boone, NE",4,CAGDP2,1,All industry total,Thousands of dollars,165980,189467,196191,206784,216711,224348,263038,262018,299112,359806,452743,404056,504868,466967,447355,431657,444086,424041
" ""31013"" ","Box Butte, NE",4,CAGDP2,1,All industry total,Thousands of dollars,338706,333305,368006,384097,416518,445519,456544,504636,454555,481062,569726,629757,604277,617540,581684,575255,611980,614999
" ""31015"" ","Boyd, NE",4,CAGDP2,1,All industry total,Thousands of dollars,42242,39302,53369,47553,52687,56969,57653,63118,68804,83133,98593,85700,81347,90234,107102,98396,117760,152047
" ""31017"" ","Brown, NE",4,CAGDP2,1,All industry total,Thousands of dollars,61676,68424,85066,86932,107259,116723,106023,93971,93675,131592,161800,158922,185119,213663,225775,233982,196763,206823
" ""31019"" ","Buffalo, NE",4,CAGDP2,1,All industry total,Thousands of dollars,1383037,1432250,1559498,1608132,1680515,1762714,1909008,1962229,1898211,2075989,2291520,2478422,2498326,2505162,2535795,2601820,2787121,2850958
" ""31021"" ","Burt, NE",4,CAGDP2,1,All industry total,Thousands of dollars,139100,146114,162934,175253,164846,162307,213376,224974,235848,253965,276766,270678,353610,303964,346985,331324,388490,373451
" ""31023"" ","Butler, NE",4,CAGDP2,1,All industry total,Thousands of dollars,163794,156492,182820,218852,197101,198595,269709,271169,269417,282269,349561,312584,358841,345761,352042,272841,268015,287122
" ""31025"" ","Cass, NE",4,CAGDP2,1,All industry total,Thousands of dollars,336578,334166,370370,412939,408506,426779,491294,494238,535133,544193,633681,596452,707228,685094,722175,746668,866840,929454
" ""31027"" ","Cedar, NE",4,CAGDP2,1,All industry total,Thousands of dollars,208671,220623,236125,277433,265470,267372,302924,294892,303682,361230,454175,378639,536930,495943,515958,515062,525275,524489
" ""31029"" ","Chase, NE",4,CAGDP2,1,All industry total,Thousands of dollars,115441,126782,151279,151537,157657,159050,180952,180367,131388,184833,205321,298295,273818,267845,241937,251272,241461,233627
" ""31031"" ","Cherry, NE",4,CAGDP2,1,All industry total,Thousands of dollars,116557,132225,166344,169645,171522,178793,169245,150054,155587,188431,236105,251555,301886,359377,400807,372583,332487,284010
" ""31033"" ","Cheyenne, NE",4,CAGDP2,1,All industry total,Thousands of dollars,320234,332045,397368,415730,425153,474641,550130,597718,559467,606388,688899,707491,751893,759622,694573,706577,697692,601150
" ""31035"" ","Clay, NE",4,CAGDP2,1,All industry total,Thousands of dollars,164357,167855,207614,222142,240772,219401,249338,286864,249122,284918,385432,359265,348021,306698,273607,265195,318950,310940
" ""31037"" ","Colfax, NE",4,CAGDP2,1,All industry total,Thousands of dollars,287701,328191,340672,351625,362228,403267,387481,484696,648440,678912,489198,487182,575068,571981,585480,596258,567213,669603
" ""31039"" ","Cuming, NE",4,CAGDP2,1,All industry total,Thousands of dollars,344970,416816,404547,402663,426457,468992,464020,438635,480015,607394,747895,623544,834501,915977,946333,944003,814225,730015
" ""31041"" ","Custer, NE",4,CAGDP2,1,All industry total,Thousands of dollars,295542,285283,347403,291362,300861,286676,393638,432564,444268,517641,666253,630882,729752,734872,778428,813768,662260,594084
" ""31043"" ","Dakota, NE",4,CAGDP2,1,All industry total,Thousands of dollars,1202427,677539,710791,724867,800693,896108,895167,950215,1001125,1087079,1168206,1222969,1245599,1223852,1280291,1322077,1453170,1462634
" ""31045"" ","Dawes, NE",4,CAGDP2,1,All industry total,Thousands of dollars,174969,193675,208183,205774,218875,232694,248411,243418,238420,259882,283349,284524,285559,311758,324693,321272,306568,306089
" ""31047"" ","Dawson, NE",4,CAGDP2,1,All industry total,Thousands of dollars,681280,751850,778709,757044,846727,960635,973515,1004199,994985,1093086,1200609,1230381,1313406,1371478,1354556,1411839,1382404,1440540
" ""31049"" ","Deuel, NE",4,CAGDP2,1,All industry total,Thousands of dollars,46805,47644,66307,48586,47432,45627,63056,60117,55223,54764,97853,76426,67890,66740,71315,74525,97679,84228
" ""31051"" ","Dixon, NE",4,CAGDP2,1,All industry total,Thousands of dollars,117297,131787,131337,141816,149612,135255,148047,177286,196148,233281,225487,208562,296247,265782,263952,235723,264508,266809
" ""31053"" ","Dodge, NE",4,CAGDP2,1,All industry total,Thousands of dollars,1034635,1050129,1069983,1149307,1169022,1304961,1360084,1423143,1469060,1509970,1602499,1610422,1737371,1760812,1880425,1907105,2039834,2050077
" ""31055"" ","Douglas, NE",4,CAGDP2,1,All industry total,Thousands of dollars,22444914,23365780,24707744,26519323,28333048,29665784,31090026,31266516,32064282,33690669,35746359,36723604,37327050,40105146,42282958,42367406,44640835,45906741
" ""31057"" ","Dundy, NE",4,CAGDP2,1,All industry total,Thousands of dollars,50286,47124,64080,58570,68186,75607,102248,108979,96185,125816,138590,142799,126906,117887,128861,120479,121877,123712
" ""31059"" ","Fillmore, NE",4,CAGDP2,1,All industry total,Thousands of dollars,173251,186016,199882,209748,194746,181311,262358,306065,279599,290256,383619,388593,413308,344866,354486,308710,337278,340026
" ""31061"" ","Franklin, NE",4,CAGDP2,1,All industry total,Thousands of dollars,56653,49487,76682,80523,77226,73960,88965,100972,97986,92006,118944,119252,97024,84182,85082,79726,96655,81520
" ""31063"" ","Frontier, NE",4,CAGDP2,1,All industry total,Thousands of dollars,76885,64887,88691,83424,87274,78736,95433,98879,108724,113444,146386,133280,136723,129948,138618,121250,127518,136114
" ""31065"" ","Furnas, NE",4,CAGDP2,1,All industry total,Thousands of dollars,133109,112198,166240,143371,168217,151751,197654,256398,240123,297948,343158,254043,277091,268245,272181,257028,234786,261563
" ""31067"" ","Gage, NE",4,CAGDP2,1,All industry total,Thousands of dollars,577790,579909,624898,689603,701678,751358,748891,787172,797505,866541,1026767,1029193,1215587,1090602,1007835,991380,1101379,1139255
" ""31069"" ","Garden, NE",4,CAGDP2,1,All industry total,Thousands of dollars,39920,44326,62543,56250,58017,69437,82062,81997,65827,66738,98744,69371,69610,79869,67529,68340,67155,63921
" ""31071"" ","Garfield, NE",4,CAGDP2,1,All industry total,Thousands of dollars,39088,45583,48925,50368,55550,58544,65123,63611,63594,70390,93525,83811,101107,111064,135021,128122,100094,102401
" ""31073"" ","Gosper, NE",4,CAGDP2,1,All industry total,Thousands of dollars,44226,31960,57917,53700,57677,57775,79485,76281,76479,79104,108080,105204,116634,95750,92235,92347,88993,107813
" ""31075"" ","Grant, NE",4,CAGDP2,1,All industry total,Thousands of dollars,12014,12625,16052,16590,19353,19070,17727,16698,16620,22330,26989,21378,29115,39818,51935,38896,27431,31345
" ""31077"" ","Greeley, NE",4,CAGDP2,1,All industry total,Thousands of dollars,53306,46801,60171,62715,68147,54926,63419,57537,64624,67893,97163,103746,128238,117512,117965,93705,82542,86501
" ""31079"" ","Hall, NE",4,CAGDP2,1,All industry total,Thousands of dollars,1716900,1830349,1935516,2025187,2206504,2400945,2505619,2630707,2744210,2883844,2893775,3111685,3380123,3298069,3378613,3387377,3525356,3670275
" ""31081"" ","Hamilton, NE",4,CAGDP2,1,All industry total,Thousands of dollars,221321,242782,266507,292703,305147,331411,392807,442084,440991,414022,496017,533415,527166,487878,519881,522568,533728,536430
" ""31083"" ","Harlan, NE",4,CAGDP2,1,All industry total,Thousands of dollars,66145,55216,81412,82515,83282,75721,113010,138622,139222,142076,192553,169452,155320,140835,152167,137544,105297,181004
" ""31085"" ","Hayes, NE",4,CAGDP2,1,All industry total,Thousands of dollars,25126,18887,37169,34642,43962,45398,60255,75865,55194,64634,81867,79414,67055,78814,76014,56736,35375,33841
" ""31087"" ","Hitchcock, NE",4,CAGDP2,1,All industry total,Thousands of dollars,57432,51065,67324,63602,77967,75811,101375,102997,101244,111449,129126,123570,119673,115741,117207,111289,148379,153454
" ""31089"" ","Holt, NE",4,CAGDP2,1,All industry total,Thousands of dollars,241106,260187,306887,331471,325270,336162,412473,426902,374368,452942,548548,580376,612431,623097,657822,596167,650450,712349
" ""31091"" ","Hooker, NE",4,CAGDP2,1,All industry total,Thousands of dollars,15579,19701,21007,19898,20729,23673,25952,24786,25980,29842,33472,31616,46001,62546,67474,62517,50649,46634
" ""31093"" ","Howard, NE",4,CAGDP2,1,All industry total,Thousands of dollars,100364,103079,118919,110620,120925,115516,133500,131707,138475,153540,196139,178539,213359,208306,220051,201035,185973,172727
" ""31095"" ","Jefferson, NE",4,CAGDP2,1,All industry total,Thousands of dollars,220575,218882,284014,280510,310810,337271,353225,378763,344061,414777,452322,400074,510881,942303,912539,980751,966865,1038578
" ""31097"" ","Johnson, NE",4,CAGDP2,1,All industry total,Thousands of dollars,87480,97338,123840,132544,118823,125196,136943,157288,192327,205288,177430,179472,210723,211438,213493,208181,262319,243780
" ""31099"" ","Kearney, NE",4,CAGDP2,1,All industry total,Thousands of dollars,161419,182618,205159,222777,239297,300413,357133,338437,342657,337300,400661,433477,473357,468550,472990,402040,381645,380350
" ""31101"" ","Keith, NE",4,CAGDP2,1,All industry total,Thousands of dollars,201738,208835,235894,229009,232548,227285,270403,288221,273387,286943,339050,357051,362775,344930,363241,372791,340807,373341
" ""31103"" ","Keya Paha, NE",4,CAGDP2,1,All industry total,Thousands of dollars,14871,19112,23116,22820,25092,24522,26614,21833,16876,27044,42774,49364,53732,69397,70920,67879,65246,59545
" ""31105"" ","Kimball, NE",4,CAGDP2,1,All industry total,Thousands of dollars,91059,88365,114937,114819,122896,133500,151168,136679,126485,142371,169002,169124,167591,175603,165688,169091,185137,200307
" ""31107"" ","Knox, NE",4,CAGDP2,1,All industry total,Thousands of dollars,180612,174748,216346,225542,229741,212415,250419,236668,265162,321903,401314,345862,403716,407274,415980,364745,364056,445967
" ""31109"" ","Lancaster, NE",4,CAGDP2,1,All industry total,Thousands of dollars,9832479,10143932,10718786,11107076,11851953,12466818,12994080,12813289,12856794,13393725,13858649,14553572,15123646,15721333,16583862,17068371,17973106,18671352
" ""31111"" ","Lincoln, NE",4,CAGDP2,1,All industry total,Thousands of dollars,1204924,1271158,1389280,1495947,1470011,1595118,1684830,1751484,1829845,1827040,1980469,2166620,2289498,2246820,2339773,2470136,2267289,2374018
" ""31113"" ","Logan, NE",4,CAGDP2,1,All industry total,Thousands of dollars,17149,17317,22635,21531,22325,19883,25092,24403,22004,27655,38950,36845,42020,41790,55571,47304,33853,31943
" ""31115"" ","Loup, NE",4,CAGDP2,1,All industry total,Thousands of dollars,7765,8918,14068,14333,15936,13479,12558,11326,11552,14670,16993,23241,33128,44067,55013,54172,42835,28451
" ""31117"" ","McPherson, NE",4,CAGDP2,1,All industry total,Thousands of dollars,6704,12012,14451,13936,14290,15198,12377,10497,11568,17136,22135,19323,27333,39169,44178,37744,37381,27616
" ""31119"" ","Madison, NE",4,CAGDP2,1,All industry total,Thousands of dollars,1237060,1340082,1396280,1442019,1462497,1495579,1554417,1674445,1690563,1795608,1893961,1969118,2093714,2221149,2339178,2344589,2477851,2529231
" ""31121"" ","Merrick, NE",4,CAGDP2,1,All industry total,Thousands of dollars,150168,152930,182660,217070,213878,237454,255606,252001,279233,300055,347773,366651,405337,431539,413496,388505,398923,380944
" ""31123"" ","Morrill, NE",4,CAGDP2,1,All industry total,Thousands of dollars,97938,116650,147030,146411,161296,209563,219920,225866,197926,226232,297423,255113,275349,612957,639569,521696,528490,533766
" ""31125"" ","Nance, NE",4,CAGDP2,1,All industry total,Thousands of dollars,67133,62409,75830,83091,85227,82246,101920,107537,109412,136771,176280,153489,170353,161852,148784,127267,142100,144393
" ""31127"" ","Nemaha, NE",4,CAGDP2,1,All industry total,Thousands of dollars,376855,353390,372601,507567,389616,433303,463962,484268,551052,530737,576881,588216,767447,661735,687839,813545,872584,771409
" ""31129"" ","Nuckolls, NE",4,CAGDP2,1,All industry total,Thousands of dollars,109066,110026,151523,143449,140651,169894,170105,208801,204021,186029,228319,233160,259385,262563,278312,253925,248458,286290
" ""31131"" ","Otoe, NE",4,CAGDP2,1,All industry total,Thousands of dollars,468110,458213,566469,672578,619946,685838,711380,807981,1135023,1120960,1211462,1248672,1401298,1198973,1209794,1443808,1483995,1531340
" ""31133"" ","Pawnee, NE",4,CAGDP2,1,All industry total,Thousands of dollars,54576,48225,59003,72012,68777,71200,82343,93902,85088,89475,118424,105654,144937,135176,131707,129578,146517,171896
" ""31135"" ","Perkins, NE",4,CAGDP2,1,All industry total,Thousands of dollars,100653,84720,132472,125347,123410,124485,178208,250571,220334,238808,323500,291240,265393,246224,195793,201669,206283,235688
" ""31137"" ","Phelps, NE",4,CAGDP2,1,All industry total,Thousands of dollars,406845,469831,484164,488087,490492,544990,575886,648629,673019,713316,805660,822739,873802,848483,895400,939616,878620,835244
" ""31139"" ","Pierce, NE",4,CAGDP2,1,All industry total,Thousands of dollars,139454,131279,160576,183994,185661,216411,241186,218186,214255,255858,303181,287307,337222,318298,333634,295219,286827,353636
" ""31141"" ","Platte, NE",4,CAGDP2,1,All industry total,Thousands of dollars,1070653,1148456,1231610,1352587,1350631,1507982,1676896,1712756,1738465,1928075,2275048,2452520,2627939,2493288,2417215,2442269,2578168,2715392
" ""31143"" ","Polk, NE",4,CAGDP2,1,All industry total,Thousands of dollars,138623,141200,155793,175682,178711,208158,265132,256586,254480,232735,273635,267136,275953,284892,268882,229228,266726,274835
" ""31145"" ","Red Willow, NE",4,CAGDP2,1,All industry total,Thousands of dollars,298718,293248,332954,338857,365938,367009,419735,464989,450562,478636,537139,585002,551639,544343,536130,522126,523466,560745
" ""31147"" ","Richardson, NE",4,CAGDP2,1,All industry total,Thousands of dollars,217758,187437,223285,247712,244251,258505,225764,229524,245043,246750,307761,286702,357703,327330,308399,311717,340362,331144
" ""31149"" ","Rock, NE",4,CAGDP2,1,All industry total,Thousands of dollars,39921,47156,50633,49582,48018,49695,53289,48853,42312,74019,85667,81710,92261,108933,115641,108750,115693,67775
" ""31151"" ","Saline, NE",4,CAGDP2,1,All industry total,Thousands of dollars,383700,409911,458270,495923,528210,583354,565898,663632,670788,617712,719886,776366,804038,782298,831272,868927,879797,938703
" ""31153"" ","Sarpy, NE",4,CAGDP2,1,All industry total,Thousands of dollars,3308023,3719784,4020472,4277912,4564078,4794347,5000829,5147092,5231816,5498942,5769490,6143143,6469197,6645840,7060990,7299524,7561089,7834529
" ""31155"" ","Saunders, NE",4,CAGDP2,1,All industry total,Thousands of dollars,303269,314369,334644,377970,378007,384432,444501,472364,532428,547041,618970,569857,641842,620711,661050,664010,709295,732026
" ""31157"" ","Scotts Bluff, NE",4,CAGDP2,1,All industry total,Thousands of dollars,958601,1005071,1056145,1079285,1124262,1179357,1220252,1291595,1277518,1328164,1429491,1533490,1519579,1578019,1590904,1635301,1584407,1655591
" ""31159"" ","Seward, NE",4,CAGDP2,1,All industry total,Thousands of dollars,365980,371505,420784,447221,454245,481233,557410,572331,540637,588700,678180,674609,720624,705399,704716,681778,747665,739357
" ""31161"" ","Sheridan, NE",4,CAGDP2,1,All industry total,Thousands of dollars,108451,130158,144820,135271,145787,149999,154059,162502,150678,154574,194253,207331,211568,250374,221988,214158,207617,231206
" ""31163"" ","Sherman, NE",4,CAGDP2,1,All industry total,Thousands of dollars,51970,48211,68458,70674,72631,68342,85275,78435,82169,79639,100362,116894,112749,107312,108919,93867,86522,129549
" ""31165"" ","Sioux, NE",4,CAGDP2,1,All industry total,Thousands of dollars,19233,31257,40025,37467,37872,47324,51539,45523,37118,51796,73546,69005,77472,103974,102142,104041,69927,52354
" ""31167"" ","Stanton, NE",4,CAGDP2,1,All industry total,Thousands of dollars,114606,127094,131882,161693,171810,184648,201649,219430,235711,239086,312989,261430,307057,288252,284692,270804,307271,322628
