GeoFIPS,GeoName,Region,TableName,LineCode,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
" ""13253"" ","Seminole, GA",5,CAGDP2,1,All industry total,Thousands of dollars,181936,180986,187873,177241,183042,205681,219830,232386,240861,240925,292038,314820,306922,289430,276014,272282,281067,285402
" ""13255"" ","Spalding, GA",5,CAGDP2,1,All industry total,Thousands of dollars,1414228,1498325,1502442,1579844,1627526,1712075,1753968,1758174,1778495,1815793,1849473,1924875,1860060,1863041,2006850,2014606,2111305,2202688
" ""13257"" ","Stephens, GA",5,CAGDP2,1,All industry total,Thousands of dollars,668227,656784,654054,666021,693463,709859,752102,762085,755658,777241,763341,771370,800055,859061,887745,883693,907168,931776
" ""13259"" ","Stewart, GA",5,CAGDP2,1,All industry total,Thousands of dollars,74803,74248,78212,93314,71355,78348,95422,101202,100407,104632,102702,105433,104487,111378,115634,121485,134313,145493
" ""13261"" ","Sumter, GA",5,CAGDP2,1,All industry total,Thousands of dollars,835737,811140,869347,862365,857599,911248,941928,909795,909063,938387,980864,1037268,1034395,1028473,1054788,1057157,1097909,1138014
" ""13263"" ","Talbot, GA",5,CAGDP2,1,All industry total,Thousands of dollars,71307,87013,85943,88844,82356,95137,104495,97757,93373,113334,112892,118577,101627,109680,118288,141632,132417,154072
" ""13265"" ","Taliaferro, GA",5,CAGDP2,1,All industry total,Thousands of dollars,21602,21714,22723,24147,25888,27480,30119,29456,24507,28216,28094,32467,33563,37840,38587,39602,38777,41433
" ""13267"" ","Tattnall, GA",5,CAGDP2,1,All industry total,Thousands of dollars,356725,348240,368643,405289,418240,441547,495252,485358,500698,517096,502764,540975,555747,571858,594421,577812,613978,624922
" ""13269"" ","Taylor, GA",5,CAGDP2,1,All industry total,Thousands of dollars,151510,152702,160216,161361,162950,168908,181626,170453,161354,156588,153290,153721,154715,152302,162820,215384,222703,223357
" ""13271"" ","Telfair, GA",5,CAGDP2,1,All industry total,Thousands of dollars,207246,208234,221666,243366,262288,275850,284797,260204,247336,241155,269020,293896,327302,368265,427693,428392,442717,458197
" ""13273"" ","Terrell, GA",5,CAGDP2,1,All industry total,Thousands of dollars,183171,188900,197528,192486,201503,218572,242792,239826,248734,244834,266626,267717,268986,254732,255136,260709,268555,276657
" ""13275"" ","Thomas, GA",5,CAGDP2,1,All industry total,Thousands of dollars,1347519,1297240,1360784,1488415,1635856,1732694,1843052,1787435,1783420,1829116,1868609,1915836,1975424,2054953,2142683,2203661,2256094,2336213
" ""13277"" ","Tift, GA",5,CAGDP2,1,All industry total,Thousands of dollars,1145204,1179207,1244555,1311000,1366547,1428634,1456413,1439308,1401863,1452074,1484710,1537684,1580809,1715146,1946354,1801172,1865233,1968850
" ""13279"" ","Toombs, GA",5,CAGDP2,1,All industry total,Thousands of dollars,559376,563674,627686,696607,697761,804531,868269,876828,915727,916994,879406,909805,948209,947271,984656,981009,1000525,1041411
" ""13281"" ","Towns, GA",5,CAGDP2,1,All industry total,Thousands of dollars,178854,189795,202857,220924,252842,276794,285014,276900,270789,267892,271667,277105,280812,291287,301596,314657,316913,341942
" ""13283"" ","Treutlen, GA",5,CAGDP2,1,All industry total,Thousands of dollars,69619,72553,79092,80900,84596,98698,101789,123470,145172,124079,110905,109615,105589,108073,116839,121474,125908,133197
" ""13285"" ","Troup, GA",5,CAGDP2,1,All industry total,Thousands of dollars,2212083,2298935,2292234,2425816,2504578,2569092,2677875,2744874,2680920,2850621,3009099,3271911,3554619,3693827,3896525,3992497,4088730,4160370
" ""13287"" ","Turner, GA",5,CAGDP2,1,All industry total,Thousands of dollars,170144,179726,180081,178026,194818,204799,201299,201605,186502,194472,206929,213569,211669,199935,211238,205160,213195,219568
" ""13289"" ","Twiggs, GA",5,CAGDP2,1,All industry total,Thousands of dollars,173758,179757,187349,175952,169791,172476,183167,169843,149155,149530,147052,158372,164717,170743,172055,211408,237890,286425
" ""13291"" ","Union, GA",5,CAGDP2,1,All industry total,Thousands of dollars,342771,362684,395632,445503,497069,532446,551740,565178,559817,572053,545471,561502,579786,607454,652028,663102,699446,744507
" ""13293"" ","Upson, GA",5,CAGDP2,1,All industry total,Thousands of dollars,517018,514077,515425,525430,543501,568716,588593,593123,601718,605006,615764,656192,638243,651993,662084,658196,683987,717705
" ""13295"" ","Walker, GA",5,CAGDP2,1,All industry total,Thousands of dollars,964670,1009425,1069429,1158270,1130914,1221771,1261492,1205517,1131342,1158722,1221889,1327326,1402098,1353405,1387784,1388880,1477483,1547956
" ""13297"" ","Walton, GA",5,CAGDP2,1,All industry total,Thousands of dollars,1084675,1109373,1207398,1330511,1443159,1628716,1692122,1719548,1663362,1707938,1767129,1784739,1829187,1950878,2147707,2383632,2526839,2666448
" ""13299"" ","Ware, GA",5,CAGDP2,1,All industry total,Thousands of dollars,885861,906048,919356,1037483,1070254,1136628,1121140,1117565,1137676,1205315,1195402,1207038,1222922,1243368,1319160,1362466,1396668,1441854
" ""13301"" ","Warren, GA",5,CAGDP2,1,All industry total,Thousands of dollars,105303,96500,96144,107177,108858,111730,118373,123166,112410,121102,124199,142625,157830,167389,171446,178283,183435,215006
" ""13303"" ","Washington, GA",5,CAGDP2,1,All industry total,Thousands of dollars,500330,510466,546267,577635,569654,607944,623472,605816,564325,574302,568569,594118,608880,610855,626135,618832,643622,670249
" ""13305"" ","Wayne, GA",5,CAGDP2,1,All industry total,Thousands of dollars,584508,613222,645381,698738,721419,813564,787722,788705,794493,751811,799652,850512,814283,766167,754092,745198,785608,822316
" ""13307"" ","Webster, GA",5,CAGDP2,1,All industry total,Thousands of dollars,39292,40929,45388,44173,52063,53411,55108,60353,48010,58719,62340,64788,64953,56457,63173,66496,74028,79153
" ""13309"" ","Wheeler, GA",5,CAGDP2,1,All industry total,Thousands of dollars,74097,81169,91907,97524,100527,106050,109233,103593,104363,109834,118604,130618,129681,127503,129222,128525,132451,138560
" ""13311"" ","White, GA",5,CAGDP2,1,All industry total,Thousands of dollars,401702,413199,419748,451669,479916,490755,495742,497990,472779,523764,541922,597773,599175,642427,653675,667925,705343,741401
" ""13313"" ","Whitfield, GA",5,CAGDP2,1,All industry total,Thousands of dollars,4108061,4291956,4355212,4932015,5191897,5218954,5236740,4971124,4675527,4520960,4710121,4844787,5044655,5333431,5566713,5822065,5967360,6174790
" ""13315"" ","Wilcox, GA",5,CAGDP2,1,All industry total,Thousands of dollars,118726,116410,125682,124644,130252,132654,141102,140244,140042,131597,167887,170109,146716,130393,144091,140530,161355,162620
" ""13317"" ","Wilkes, GA",5,CAGDP2,1,All industry total,Thousands of dollars,242355,236364,238286,253366,257874,269296,272511,266679,261262,274297,269011,286038,285654,296452,305462,309934,317566,324638
" ""13319"" ","Wilkinson, GA",5,CAGDP2,1,All industry total,Thousands of dollars,317231,327409,340026,357591,341274,386388,405970,423069,434767,463702,469129,447833,458225,446094,417315,421285,449549,483551
" ""13321"" ","Worth, GA",5,CAGDP2,1,All industry total,Thousands of dollars,256493,271176,292107,285699,303390,340893,349839,340635,349107,320325,361631,376283,352924,340647,343299,354123,368284,384279
" ""15000"" ",Hawaii,8,CAGDP2,1,All industry total,Thousands of dollars,42894335,45447095,48929141,53761757,58667924,62364956,65233493,66864703,65691973,68196860,70482579,73582724,75788324,77854317,82709997,85843778,89428851,93797900
" ""15001"" ","Hawaii, HI",8,CAGDP2,1,All industry total,Thousands of dollars,3963137,4258394,4670660,5210309,5935317,6277019,6425838,6533891,6212613,6465736,6567892,6922500,7076168,7178695,7729714,8153665,8684784,9152883
" ""15003"" ","Honolulu, HI",8,CAGDP2,1,All industry total,Thousands of dollars,32902738,34730078,37169141,40586212,43781451,46121959,48174421,49946828,49792499,51671319,53296208,55365812,57009558,58406241,61692511,63667438,66255462,69252343
" ""15007"" ","Kauai, HI",8,CAGDP2,1,All industry total,Thousands of dollars,1924560,2022390,2188642,2390919,2568900,2747117,2957114,2999811,2743723,2845921,2956112,3182871,3409182,3595934,3896982,4087628,4267229,4632808
" ""15901"" ","Maui + Kalawao, HI*",8,CAGDP2,1,All industry total,Thousands of dollars,4103900,4436232,4900698,5574317,6382257,7218861,7676120,7384172,6943138,7213884,7662367,8111540,8293416,8673447,9390789,9935047,10221377,10759866
" ""16000"" ",Idaho,7,CAGDP2,1,All industry total,Thousands of dollars,37384056,38715329,40341783,43738991,47962890,50976283,53852072,55545973,53775042,55170679,56488098,57764366,61017742,63521843,66004257,69029358,72723239,77051983
" ""16001"" ","Ada, ID",7,CAGDP2,1,All industry total,Thousands of dollars,13159704,13610094,14505299,15820087,17838928,17691653,18046701,18805437,18336569,18437615,18615002,19041517,20238569,21585196,22613209,24018818,25645331,27409991
" ""16003"" ","Adams, ID",7,CAGDP2,1,All industry total,Thousands of dollars,57261,59426,61907,72747,82254,93036,97321,89034,88425,93232,94473,103551,108338,114077,126675,128458,131433,142975
" ""16005"" ","Bannock, ID",7,CAGDP2,1,All industry total,Thousands of dollars,1822744,1816631,1895874,2063358,2249998,2334182,2431632,2552820,2467343,2491861,2480484,2517445,2565695,2625783,2728551,2821777,2951510,3067167
" ""16007"" ","Bear Lake, ID",7,CAGDP2,1,All industry total,Thousands of dollars,93618,92703,103053,105758,110691,116945,130491,133784,134634,134974,143424,162732,165284,171568,174346,174716,179898,187363
" ""16009"" ","Benewah, ID",7,CAGDP2,1,All industry total,Thousands of dollars,192019,203380,206343,230803,254665,269403,292051,290770,281998,318755,347402,298804,298472,291370,314546,321760,334552,350794
" ""16011"" ","Bingham, ID",7,CAGDP2,1,All industry total,Thousands of dollars,777506,880497,826658,860858,850680,1084347,1170993,1187508,1219357,1205633,1324960,1307448,1329905,1269644,1297961,1297387,1389308,1465317
" ""16013"" ","Blaine, ID",7,CAGDP2,1,All industry total,Thousands of dollars,916962,969778,981479,1062182,1135486,1184216,1227471,1233664,1096593,1052293,1059752,1141260,1199910,1277755,1358659,1403505,1513159,1592524
" ""16015"" ","Boise, ID",7,CAGDP2,1,All industry total,Thousands of dollars,90419,97495,98763,101879,108852,125623,131383,135377,133031,136330,136017,146701,167683,158813,145390,157251,189963,256101
" ""16017"" ","Bonner, ID",7,CAGDP2,1,All industry total,Thousands of dollars,759031,840440,876307,949601,1060906,1169099,1239055,1223101,1191685,1203857,1199321,1201235,1248983,1283472,1296912,1373837,1432561,1521898
" ""16019"" ","Bonneville, ID",7,CAGDP2,1,All industry total,Thousands of dollars,2223431,2354299,2478281,2678800,2914342,3310681,3517239,3569182,3558717,3582875,3613490,3853793,4049495,4205994,4556120,4740927,5115051,5444837
" ""16021"" ","Boundary, ID",7,CAGDP2,1,All industry total,Thousands of dollars,178072,190424,201081,226297,220577,244541,252247,258973,254096,281953,301753,321353,320621,332506,356434,351784,368021,384802
" ""16023"" ","Butte, ID",7,CAGDP2,1,All industry total,Thousands of dollars,697946,767919,743883,784611,792657,847634,827691,910703,976099,1030414,1036248,933510,924594,868876,930561,962832,998429,1039640
" ""16025"" ","Camas, ID",7,CAGDP2,1,All industry total,Thousands of dollars,25696,28732,27125,28895,30195,35399,36078,44878,49772,46423,54260,55832,63176,59359,60869,53227,56426,57845
" ""16027"" ","Canyon, ID",7,CAGDP2,1,All industry total,Thousands of dollars,2807637,2909254,3018344,3180408,3473986,3880188,4147694,4103773,3883853,4022771,4088174,4354718,4562950,4766829,4971968,5299828,5670132,6002296
" ""16029"" ","Caribou, ID",7,CAGDP2,1,All industry total,Thousands of dollars,517994,301057,307526,346980,431601,419943,456697,622655,577942,556189,603540,535602,554349,462215,448622,471970,438584,455643
" ""16031"" ","Cassia, ID",7,CAGDP2,1,All industry total,Thousands of dollars,620317,667176,704949,705532,786976,803971,901200,976291,873837,1050454,1119850,1145264,1338888,1368622,1361870,1367380,1396024,1540832
" ""16033"" ","Clark, ID",7,CAGDP2,1,All industry total,Thousands of dollars,39216,37829,39512,35975,33631,37909,43057,53866,43418,41089,48206,42408,53121,40601,39827,41259,44586,44212
" ""16035"" ","Clearwater, ID",7,CAGDP2,1,All industry total,Thousands of dollars,219004,277790,264806,268068,261367,304005,314141,306847,326824,321378,366405,355290,368333,370770,365199,379069,356589,372597
" ""16037"" ","Custer, ID",7,CAGDP2,1,All industry total,Thousands of dollars,104369,96480,101327,110687,189752,203510,213143,285165,288627,339382,362498,268118,284396,274228,167414,160558,149155,168529
" ""16039"" ","Elmore, ID",7,CAGDP2,1,All industry total,Thousands of dollars,642392,653423,709031,765425,794280,867591,903391,947139,876324,983314,992063,964551,1059161,1058714,1104024,1164144,1183274,1232791
" ""16041"" ","Franklin, ID",7,CAGDP2,1,All industry total,Thousands of dollars,163646,151489,169259,201988,219974,231643,263314,266801,238353,260234,265981,283386,291144,316588,330447,327711,342415,346667
" ""16043"" ","Fremont (includes Yellowstone Park), ID",7,CAGDP2,1,All industry total,Thousands of dollars,166734,200308,174059,199416,189664,255622,275084,279339,352873,283735,319262,294569,367683,355587,380273,383104,397729,413654
" ""16045"" ","Gem, ID",7,CAGDP2,1,All industry total,Thousands of dollars,176101,173740,177105,188247,202275,249257,262963,257726,260488,255489,253285,270447,283522,292368,315743,328707,345638,365316
" ""16047"" ","Gooding, ID",7,CAGDP2,1,All industry total,Thousands of dollars,454617,380878,395706,531278,541238,524181,698525,690899,684393,752039,849541,888292,924310,1128405,957443,1036673,1161985,1070548
" ""16049"" ","Idaho, ID",7,CAGDP2,1,All industry total,Thousands of dollars,254790,269587,277150,294892,319552,351974,376275,403018,395853,414436,409514,433670,445070,437636,464053,454864,482211,552589
" ""16051"" ","Jefferson, ID",7,CAGDP2,1,All industry total,Thousands of dollars,276484,333428,313705,349256,344831,419905,503341,525205,511422,498457,544858,535480,538123,524404,546689,578225,579720,605937
" ""16053"" ","Jerome, ID",7,CAGDP2,1,All industry total,Thousands of dollars,547104,516095,540221,611600,619794,662670,780037,801433,657884,855327,892281,965093,1010309,1132942,1096394,1123041,1193453,1280042
" ""16055"" ","Kootenai, ID",7,CAGDP2,1,All industry total,Thousands of dollars,2685937,2806836,2974187,3255035,3685887,4055864,4383468,4394596,4198276,4380801,4282510,4419327,4718724,4919373,5183277,5554077,5852204,6257997
" ""16057"" ","Latah, ID",7,CAGDP2,1,All industry total,Thousands of dollars,762654,807984,842316,902567,950798,1025517,1088844,1097239,1069391,1073282,1102501,1140267,1179711,1168695,1260939,1279368,1351445,1433362
" ""16059"" ","Lemhi, ID",7,CAGDP2,1,All industry total,Thousands of dollars,134151,134915,142606,152103,163021,185585,193956,191017,192448,193032,191395,203296,206760,222097,231031,231519,239271,256290
" ""16061"" ","Lewis, ID",7,CAGDP2,1,All industry total,Thousands of dollars,70760,68798,74049,84412,92481,99329,125479,143246,136895,149207,148245,158283,172053,146813,156789,149079,142655,166812
" ""16063"" ","Lincoln, ID",7,CAGDP2,1,All industry total,Thousands of dollars,89919,89246,89814,106511,108528,115885,174925,196005,151735,190159,209747,204983,211647,241119,197824,198924,230966,250418
" ""16065"" ","Madison, ID",7,CAGDP2,1,All industry total,Thousands of dollars,504127,580739,573742,629373,657894,771204,838203,862616,878780,826784,890270,935051,1021157,1039457,1139695,1166899,1213004,1269561
" ""16067"" ","Minidoka, ID",7,CAGDP2,1,All industry total,Thousands of dollars,455563,524948,470144,491043,469927,582283,593190,608329,594829,592516,707815,677957,717371,703130,751098,745800,711635,770530
" ""16069"" ","Nez Perce, ID",7,CAGDP2,1,All industry total,Thousands of dollars,1229936,1252708,1289955,1358746,1405878,1484907,1559697,1636747,1644194,1679666,1673894,1724941,1770188,1831321,1920046,2009050,2061514,2141678
" ""16071"" ","Oneida, ID",7,CAGDP2,1,All industry total,Thousands of dollars,54398,52222,64326,69491,86431,95409,101628,113134,104477,106893,111457,102054,112898,113810,108272,110143,104207,115088
" ""16073"" ","Owyhee, ID",7,CAGDP2,1,All industry total,Thousands of dollars,201758,207071,212895,245708,248853,289945,316484,285888,257190,301768,326001,336440,329689,399368,355973,351638,352050,358169
" ""16075"" ","Payette, ID",7,CAGDP2,1,All industry total,Thousands of dollars,348887,386231,423436,417868,456829,490087,513550,523844,480382,553888,598450,654291,764868,783848,855777,850286,859818,817503
" ""16077"" ","Power, ID",7,CAGDP2,1,All industry total,Thousands of dollars,379059,300356,261421,280347,278172,335172,358752,356447,364868,328988,396291,435751,432816,393974,420149,388523,405330,462965
" ""16079"" ","Shoshone, ID",7,CAGDP2,1,All industry total,Thousands of dollars,243070,247115,263893,283747,384124,415401,471805,604074,566332,678387,760851,582525,656084,682829,577933,542052,446082,471638
" ""16081"" ","Teton, ID",7,CAGDP2,1,All industry total,Thousands of dollars,108127,120926,122523,145270,197728,259778,311867,285950,254923,222352,219429,214747,230000,241545,270807,288441,309080,351128
" ""16083"" ","Twin Falls, ID",7,CAGDP2,1,All industry total,Thousands of dollars,1687236,1776841,1835796,2001374,2129231,2322585,2580518,2590905,2405477,2471984,2579412,2767708,2961151,3060315,3230137,3353756,3458080,3604052
" ""16085"" ","Valley, ID",7,CAGDP2,1,All industry total,Thousands of dollars,207899,217089,232241,269634,328318,404274,405448,376409,336982,350334,338122,373551,376520,392860,433759,462611,499140,514465
" ""16087"" ","Washington, ID",7,CAGDP2,1,All industry total,Thousands of dollars,235761,260954,269685,270134,259639,323931,295041,324141,377452,420129,429663,411122,394022,406969,400552,424380,439620,437421
" ""17000"" ",Illinois,3,CAGDP2,1,All industry total,Thousands of dollars,502260324,514063755,529455367,558748448,586693857,621859868,647862114,646366579,644690074,662637775,688288924,720702331,739627925,765347726,792999411,806315510,826817837,865310411
" ""17001"" ","Adams, IL",3,CAGDP2,1,All industry total,Thousands of dollars,2044768,2141819,2284852,2409215,2514523,2715167,2823138,2929028,2924668,3081443,3202312,3330688,3318592,3278916,3396755,3384373,3446655,3676937
" ""17003"" ","Alexander, IL",3,CAGDP2,1,All industry total,Thousands of dollars,142760,151838,155213,169362,171639,198544,202086,240636,219634,231641,210075,193739,193943,181483,178971,191230,191487,199171
" ""17005"" ","Bond, IL",3,CAGDP2,1,All industry total,Thousands of dollars,325588,330922,355205,402044,389616,433890,439356,457153,462054,492804,510880,530428,553803,538562,569086,541103,555328,617298
" ""17007"" ","Boone, IL",3,CAGDP2,1,All industry total,Thousands of dollars,1078262,1139893,1133639,1161006,1221468,1543032,1590722,1402978,1116812,1274648,1412436,1525553,1590927,1591951,1694055,1756058,1680012,1931882
" ""17009"" ","Brown, IL",3,CAGDP2,1,All industry total,Thousands of dollars,185702,195857,230290,252944,250096,265962,286858,297812,307168,327857,343095,372637,408529,403085,419125,409061,432051,445261
" ""17011"" ","Bureau, IL",3,CAGDP2,1,All industry total,Thousands of dollars,914877,1005011,967586,1028809,991145,1076295,1142688,1172813,1126515,1118072,1291084,1278415,1367322,1269429,1283401,1240298,1302137,1340134
" ""17013"" ","Calhoun, IL",3,CAGDP2,1,All industry total,Thousands of dollars,77430,83107,80566,90283,88269,102475,105061,111492,109371,121046,121308,118242,120181,110411,117135,107470,109823,121332
" ""17015"" ","Carroll, IL",3,CAGDP2,1,All industry total,Thousands of dollars,350575,349816,363999,378930,383528,443666,478148,452158,440046,479387,554114,532629,582278,541907,507399,584480,568352,506844
" ""17017"" ","Cass, IL",3,CAGDP2,1,All industry total,Thousands of dollars,390070,396263,463258,484405,470965,494793,523238,684775,875605,887589,563431,593482,662682,672454,648378,643712,659560,675352
" ""17019"" ","Champaign, IL",3,CAGDP2,1,All industry total,Thousands of dollars,6396315,6786725,6957443,7224929,7479220,7877865,8348609,8787157,8942473,9394600,9618756,9965196,10483902,10860820,11165346,10970550,11040730,11675933
" ""17021"" ","Christian, IL",3,CAGDP2,1,All industry total,Thousands of dollars,942433,947454,1041279,1139029,1064073,1158908,1332327,1436097,1438290,1481930,1563300,1476047,1508997,1524774,1348866,1358508,1447267,1475299
" ""17023"" ","Clark, IL",3,CAGDP2,1,All industry total,Thousands of dollars,328617,347157,383633,442630,442472,490784,535792,556324,521031,576801,548767,519921,586591,560094,534965,550995,579028,638351
" ""17025"" ","Clay, IL",3,CAGDP2,1,All industry total,Thousands of dollars,379122,420089,402042,434921,424679,464236,457309,474374,414061,464765,492588,566036,583894,602089,675981,638839,642751,648382
" ""17027"" ","Clinton, IL",3,CAGDP2,1,All industry total,Thousands of dollars,714766,764173,783015,823951,823112,923271,935053,980035,947357,1001346,1043861,1055116,1147806,1236355,1164404,1240118,1246487,1310475
" ""17029"" ","Coles, IL",3,CAGDP2,1,All industry total,Thousands of dollars,1572966,1617495,1629056,1691070,1745629,1895991,1995441,2023531,2012473,2084616,2168407,2125645,2284184,2318560,2313159,2340371,2466296,2562035
" ""17031"" ","Cook, IL",3,CAGDP2,1,All industry total,Thousands of dollars,254278671,258596427,263063757,275380386,290716764,301531672,311851879,306725044,302713372,308633862,318648035,334992169,346061234,358138448,373999428,383453743,393292322,411671713
" ""17033"" ","Crawford, IL",3,CAGDP2,1,All industry total,Thousands of dollars,989015,749808,940218,1060673,1202473,1161881,1605076,1936881,3546392,2039492,1794862,2096413,2555872,3583951,2777495,1704184,2302187,2875018
" ""17035"" ","Cumberland, IL",3,CAGDP2,1,All industry total,Thousands of dollars,178426,196244,192129,209733,197601,232136,242914,263635,250242,279099,299867,304673,345019,343464,317485,312400,344138,360077
" ""17037"" ","DeKalb, IL",3,CAGDP2,1,All industry total,Thousands of dollars,2230457,2301421,2470362,2676980,2810443,3045834,3284193,3297544,3162834,3317292,3505447,3531746,3717469,3639818,3910510,3875278,3919392,4120286
" ""17039"" ","De Witt, IL",3,CAGDP2,1,All industry total,Thousands of dollars,703405,667106,714886,762631,758072,817536,890146,918533,975305,1018787,1094452,1122275,1111042,1202586,1152362,1204497,1175544,1232780
" ""17041"" ","Douglas, IL",3,CAGDP2,1,All industry total,Thousands of dollars,600308,612069,627635,690398,677515,763243,799220,808933,794900,861454,925964,899614,971144,971859,962609,978565,1027526,1100374
" ""17043"" ","DuPage, IL",3,CAGDP2,1,All industry total,Thousands of dollars,53229967,54457644,56502035,59377035,62403179,65935971,67429811,67105262,66571747,67725293,70145261,73870349,76822650,79608601,84454578,86093190,88627809,91380287
" ""17045"" ","Edgar, IL",3,CAGDP2,1,All industry total,Thousands of dollars,538494,499880,505542,555409,532710,601014,623252,669248,616936,646797,694158,677504,795273,752045,742810,747585,814614,834905
" ""17047"" ","Edwards, IL",3,CAGDP2,1,All industry total,Thousands of dollars,207324,242426,236613,260916,224146,241696,234742,232135,186968,234624,265707,305829,309110,311138,291646,293972,320102,309969
" ""17049"" ","Effingham, IL",3,CAGDP2,1,All industry total,Thousands of dollars,1190231,1239648,1263354,1324002,1331446,1432641,1494885,1555188,1539230,1655937,1741149,1804948,1866280,1944233,1930752,1971361,2124907,2256812
" ""17051"" ","Fayette, IL",3,CAGDP2,1,All industry total,Thousands of dollars,390724,397198,411716,471082,464987,512828,526388,554471,531330,559282,578195,548361,632151,593540,560332,587541,617187,657542
" ""17053"" ","Ford, IL",3,CAGDP2,1,All industry total,Thousands of dollars,342169,366722,382919,415809,415920,485168,532344,610371,586054,647985,645220,683702,755919,754108,713259,775133,764011,809178
" ""17055"" ","Franklin, IL",3,CAGDP2,1,All industry total,Thousands of dollars,684849,786467,671684,745537,784605,903691,1004718,962530,946922,970690,996286,1071573,1082524,1110743,1078353,1126514,1206460,1362520
" ""17057"" ","Fulton, IL",3,CAGDP2,1,All industry total,Thousands of dollars,602704,619415,668190,718540,680775,811431,811484,897938,893350,951992,961598,964865,996980,952144,986901,938989,966938,1036608
" ""17059"" ","Gallatin, IL",3,CAGDP2,1,All industry total,Thousands of dollars,139078,144044,135816,141796,168125,193252,220931,231498,228427,229884,244733,225866,303387,263517,255734,256937,269308,252143
" ""17061"" ","Greene, IL",3,CAGDP2,1,All industry total,Thousands of dollars,225937,252306,273911,300806,270984,315260,323675,315697,313270,362250,395056,367564,427970,382375,316316,340461,365312,400008
" ""17063"" ","Grundy, IL",3,CAGDP2,1,All industry total,Thousands of dollars,1902416,2083782,2033097,2064153,2056693,2303091,2483628,2549227,2788833,2983720,3447670,3958477,3457189,3310388,3228448,3358151,3440578,3506911
" ""17065"" ","Hamilton, IL",3,CAGDP2,1,All industry total,Thousands of dollars,118759,126860,126567,151998,153955,187091,196662,210799,205758,219871,227918,227847,315759,370121,416068,337535,461465,473389
" ""17067"" ","Hancock, IL",3,CAGDP2,1,All industry total,Thousands of dollars,424536,438591,469449,497433,461052,512543,546156,597343,561856,597525,592326,605415,633949,650221,512710,585736,657274,704037
" ""17069"" ","Hardin, IL",3,CAGDP2,1,All industry total,Thousands of dollars,76969,81743,85495,91877,91939,102623,104913,104305,103444,110651,115661,122867,129175,131078,117013,113306,115119,116883
" ""17071"" ","Henderson, IL",3,CAGDP2,1,All industry total,Thousands of dollars,105710,116844,140185,142844,130870,157258,176211,190702,175047,177568,207676,211687,237955,216824,177263,201368,227186,206080
" ""17073"" ","Henry, IL",3,CAGDP2,1,All industry total,Thousands of dollars,901800,969178,1049554,1060804,1059783,1201098,1351356,1399969,1314914,1329356,1471297,1509371,1651302,1581456,1571699,1601927,1653044,1618888
" ""17075"" ","Iroquois, IL",3,CAGDP2,1,All industry total,Thousands of dollars,589478,634680,657933,696238,694790,843205,942314,1002488,973978,997951,1084199,1094519,1219786,1160370,1040757,1175617,1101411,1098282
" ""17077"" ","Jackson, IL",3,CAGDP2,1,All industry total,Thousands of dollars,1662250,1774484,1769533,1870600,1993308,2139801,2187168,2271393,2343119,2438939,2452440,2511826,2506288,2834077,2760907,2928535,2908969,3168157
" ""17079"" ","Jasper, IL",3,CAGDP2,1,All industry total,Thousands of dollars,413886,423139,419609,504929,484655,526608,576722,629184,617854,670318,687653,612693,701464,717272,558798,512362,559237,593232
" ""17081"" ","Jefferson, IL",3,CAGDP2,1,All industry total,Thousands of dollars,1264801,1321115,1319179,1448596,1500237,1613372,1613538,1615090,1653755,1790216,1839122,1912469,1742898,1722410,1784273,1806083,1819565,1876992
" ""17083"" ","Jersey, IL",3,CAGDP2,1,All industry total,Thousands of dollars,307648,335902,346949,377399,388282,428454,443918,465689,465729,493914,502750,482442,526901,504734,539199,525983,540659,562841
" ""17085"" ","Jo Daviess, IL",3,CAGDP2,1,All industry total,Thousands of dollars,557545,581315,644781,650209,665033,750388,789246,757037,727662,770486,819405,809531,914647,894746,896636,916811,881978,910082
" ""17087"" ","Johnson, IL",3,CAGDP2,1,All industry total,Thousands of dollars,156470,172490,180853,181074,187717,212354,221570,220688,227120,240400,241662,238284,242631,248675,254728,249931,250347,258342
" ""17089"" ","Kane, IL",3,CAGDP2,1,All industry total,Thousands of dollars,14024945,14757508,15518991,16488820,17489582,18648028,19369591,19268004,18842638,19463420,19984063,20493877,21329420,21771132,22673975,23001069,23692991,24667680
" ""17091"" ","Kankakee, IL",3,CAGDP2,1,All industry total,Thousands of dollars,2689589,2813359,2879901,3042210,3125197,3447345,3594744,3710126,3806843,3906160,4010204,4344516,4384304,4407366,4561226,4766947,4828103,4936861
" ""17093"" ","Kendall, IL",3,CAGDP2,1,All industry total,Thousands of dollars,1311863,1326903,1403706,1646820,1929565,2203014,2435563,2508251,2427975,2505727,2587650,2777671,2722890,2758530,3007596,3092584,3196309,3303924
" ""17095"" ","Knox, IL",3,CAGDP2,1,All industry total,Thousands of dollars,1437566,1491647,1524990,1527116,1472559,1581330,1660158,1752158,1741470,1827986,1933827,1947451,2008698,1966178,1897625,1966971,1926886,1954851
" ""17097"" ","Lake, IL",3,CAGDP2,1,All industry total,Thousands of dollars,32505527,33878510,35382922,37783414,39693633,43302878,45766808,44670838,45406006,47707459,48314820,52382417,53181955,56142831,61098418,62646034,64591818,67701128
